name,year,price,bodyPercent,Tanning,Sugar,Acidic,wine_image,compareFoods,rating,about_wine,Winery,Type,Grape_Type,Alcohol
244,"Domaine Giraud
Les Gallimardes Châteauneuf-du-Pape 2019",2019,$109.94,85%;,43.2157%;,21.0172%;,41.7978%;,https://images.vivino.com/thumbs/c8oaWREZQSCU8BAwG362sw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine Giraud'], ['Grapes', 'Shiraz/Syrah, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]", Domaine Giraud,red,"[' Shiraz/Syrah', ' Grenache', ' ']", Contains sulfites
245,"Domaine de Cristia
Châteauneuf-du-Pape 2019",2019,$39.94,84.4997%;,36.4305%;,11.1647%;,42.4457%;,https://images.vivino.com/thumbs/_QyWeejWTLyr4E2NysVYeQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine de Cristia'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Robe with purple reflections. Color reveals distinctive violet highlights. The complex nose reveals aromas of violets and fruits of the woods. A refined and complex nose showing aromas and fruits of the forest. The attack in the mouth is generous and intense. The structure is balanced and harmonious.']]", Domaine de Cristia,red,"[' 100% Grenache', ' ']", 14.5%
246,"Château Sixtine
Châteauneuf-du-Pape 2020",2020,$49.94,85%;,40.1639%;,12.4682%;,45.3162%;,https://images.vivino.com/thumbs/9jD7OfrLSY2N3CnOu-_wRA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château Sixtine'], ['Grapes', '100% Roussanne'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château Sixtine,red,"[' 100% Roussanne', ' ']", 15%
247,"Domaine Monier Perréol
Terre Blanche Saint-Joseph 2021",2021,$69.94,76.462%;,52.1934%;,3.49029%;,54.8139%;,https://images.vivino.com/thumbs/eYHoKceES0qsgXtRwkC1Zw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Monier Perréol'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Allergens', 'Contains sulfites']]", Domaine Monier Perréol,red,"[' Shiraz/Syrah', ' ']", Contains sulfites
248,"Domaine Garon
Les Triotes Côte-Rôtie 2018",2018,$59.94,73.0906%;,67.4905%;,8.5763%;,64.9008%;,https://images.vivino.com/thumbs/YLVdwYXNSt2iNRoe5kR6pA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Garon'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The high-acidity derived from the shist soils. Elegant melange of dark fruit aromas including cherry (typical to these parcels), blackberry, strawberry liqueur and violets with hints of bacon. The palate is quite dense and earthy with deep black fruits framed in good acidity.']]", Domaine Garon,red,"[' Shiraz/Syrah', ' ']", 14%
249,"Paul Jaboulet Aîné
Hermitage 'La Maison Bleue' 2020",2020,$59.94,85%;,67.9348%;,8.14653%;,56.1344%;,https://images.vivino.com/thumbs/l57EvP3KQtiy2uA97RJwjA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Paul Jaboulet Aîné'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork']]", Paul Jaboulet Aîné,red,"[' 100% Shiraz/Syrah', ' ']", 15.5%
250,"Domaine Courbis
Saint-Joseph Les Royes Rouge 2020",2020,$49.94,74.735%;,46.4338%;,13.4622%;,53.3165%;,https://images.vivino.com/thumbs/b1FpajZ0TnijSXB5NlvkXQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Courbis'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites']]", Domaine Courbis,red,"[' 100% Shiraz/Syrah', ' ']", 14%
251,"Domaine Courbis
Les Eygats Cornas 2020",2020,$69.94,80.9376%;,53.3733%;,6.48109%;,57.1392%;,https://images.vivino.com/thumbs/9ZXAMS6STv2KucJ8Ty9oxQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Courbis'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Domaine Courbis,red,"[' 100% Shiraz/Syrah', ' ']", 14%
252,"Domaine Lionnet
Terre Brûlée Cornas 2020",2020,$67.94,85%;,53.7309%;,7.67763%;,56.3706%;,https://images.vivino.com/thumbs/bDcxRMduTaankq77RMS5-w_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Lionnet'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Allergens', 'Contains sulfites']]", Domaine Lionnet,red,"[' Shiraz/Syrah', ' ']", Contains sulfites
253,"Domaine Santa Duc
La Crau Ouest Châteauneuf-du-Pape 2019",2019,$132.99,79.8406%;,44.3005%;,6.00896%;,49.384%;,https://images.vivino.com/thumbs/2AkRWS47QDy9DtO9xCIMow_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine Santa Duc'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]", Domaine Santa Duc,red,"[' Grenache', ' ']", 14.5%
254,"Château de Saint Cosme
Saint Cosme Saint Joseph 2019",2019,$41.99,76.7051%;,50.6861%;,5.50057%;,55.5354%;,https://images.vivino.com/thumbs/vsNes-dQQHewuc9JzEhYEw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Château de Saint Cosme'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château de Saint Cosme,red,"[' 100% Shiraz/Syrah', ' ']", 15.5%
255,"Château Fortia
Tradition Châteauneuf-du-Pape 2019",2019,$44.99,83.4337%;,36.5383%;,7.27858%;,44.7792%;,https://images.vivino.com/thumbs/s6fChoqkSz-XlAqOVS1sTA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château Fortia'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has beautiful intense ruby red , with purple highlights .Deep nose , jammy , spicy notes and statement balsamic .The mouth is tasty, with a nice sweetness in attack. Beautiful volume . The tannins are dense and fine . Notes of blackberry jam and new leather . Licorice', 'and pepper. Nice outfit with a smooth finish.']]", Château Fortia,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' ']", Contains sulfites
256,"Domaine Santa Duc
Gigondas Les Hautes Garrigues 2020",2020,$84.99,66.7042%;,49.9484%;,10.4193%;,55.9595%;,https://images.vivino.com/thumbs/gljdH1bUQN-LVfSovZ4CrA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Santa Duc'], ['Grapes', 'Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Gigondas'], ['Wine style', 'Southern Rhône Red'], ['Allergens', 'Contains sulfites']]", Domaine Santa Duc,red,"[' Mourvedre', ' ']", Contains sulfites
257,"Le Vieux Donjon
Châteauneuf-du-Pape 2021",2021,$69.99,83.7684%;,40.0149%;,10.5809%;,43.9631%;,https://images.vivino.com/thumbs/pz7tF0MzRxiOS6J9lFj7Gg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Le Vieux Donjon'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]", Le Vieux Donjon,red,"[' Grenache', ' ']", 14.5%
258,"Château de Saint Cosme
Saint Cosme Châteauneuf-du-Pape 2019",2019,$64.99,79.8406%;,44.3005%;,6.00896%;,49.384%;,https://images.vivino.com/thumbs/X4mp_86CSNG5svOUc7MW3w_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château de Saint Cosme'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château de Saint Cosme,red,"[' 100% Grenache', ' ']", 15.5%
259,"Château de Nalys
Saintes Pierres de Nalys Châteauneuf-du-Pape Rouge 2018",2018,$59.99,82.5473%;,41.01%;,10.4231%;,48.5808%;,https://images.vivino.com/thumbs/zpUr7mxiSa2c8r4MEL2fKg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château de Nalys'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre, Cinsault, Muscardin'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Château de Nalys,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' Cinsault', ' Muscardin', ' ']", 13.5%
260,"Domaine de la Solitude - Famille Lancon
Châteauneuf-du-Pape 2022",2022,$49.99,80.7265%;,37.2329%;,7.72286%;,43.6808%;,https://images.vivino.com/thumbs/H5WlD6FaQcCzIZa8RfVrcA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine de la Solitude - Famille Lancon'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre, Cinsault'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Full bodied, rich textured and soft at the same time able to change according to the vintage from sweet black fruits, red fruits, exotic fruits, kirsch, ripe plum mixed with spice notes, leather and smoked: a rich style with mouth finals long and heady.']]", Domaine de la Solitude - Famille Lancon,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' Cinsault', ' ']", Contains sulfites
261,"Château de Saint Cosme
Gigondas 2019",2019,$58.99,66.5193%;,51.9377%;,8.9478%;,54.402%;,https://images.vivino.com/thumbs/n0HwSwkzRJanNfP-RddWOw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Château de Saint Cosme'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Gigondas'], ['Wine style', 'Southern Rhône Red'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château de Saint Cosme,red,"[' Grenache', ' ']", 13%
262,"Domaine de la Vieille Julienne
Les Hauts-Lieux Châteauneuf-du-Pape 2020",2020,$87.99,85%;,46.8189%;,4.278%;,47.0773%;,https://images.vivino.com/thumbs/2-8jqVubQw6fVAFTPr_FzQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine de la Vieille Julienne'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'On a dark red color, bright, with purple reflections, it reveals an intense nose the aromas of blueberry, licorice, violet or cut grass. In the mouth it is powerful, structured, with firm tannins and vibrant acidity and a nice minerality present to the final.']]", Domaine de la Vieille Julienne,red,"[' Grenache', ' ']", 15%
263,"Famille Perrin
Gigondas La Gille 2019",2019,$40.99,63.346%;,47.8225%;,7.1108%;,52.8731%;,https://images.vivino.com/thumbs/lMmMYT1fRh2KcbI4OGBdNw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Famille Perrin'], ['Grapes', 'Shiraz/Syrah, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Gigondas'], ['Wine style', 'Southern Rhône Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Deep ruby color and velvety. Red fruit, earth, mineral. Tannins present without aggression. ', 'Fortified wine, supported, elegant, robust and distinguished.']]", Famille Perrin,red,"[' Shiraz/Syrah', ' Grenache', ' ']", 14.5%
264,"Domaine de la Vieille Julienne
Les Trois Sources Châteauneuf-du-Pape 2020",2020,$75,83.1935%;,46.796%;,11.503%;,46.6067%;,https://images.vivino.com/thumbs/ASOGXHwbS9a_Z9I5ctfOnQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine de la Vieille Julienne'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'This wine opaque purple color is followed by scents of ink, acacia flowers, blueberries, black raspberries and blackberries. While full-bodied, extremely concentrated and massive, the wine is totally harmonious with beautifully integrated acidity, tannin and alcohol.']]", Domaine de la Vieille Julienne,red,"[' Grenache', ' ']", 15%
265,"Paul Jaboulet Aîné
Hermitage 'La Maison Bleue' 2019",2019,$76.70,85%;,67.9348%;,8.14653%;,56.1344%;,https://images.vivino.com/thumbs/l57EvP3KQtiy2uA97RJwjA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Paul Jaboulet Aîné'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Paul Jaboulet Aîné,red,"[' 100% Shiraz/Syrah', ' ']", 15.5%
266,"Pierre Usseglio
Châteauneuf-du-Pape 2020",2020,$58.95,84.5346%;,39.5271%;,9.93002%;,44.4859%;,https://images.vivino.com/thumbs/J1cv5u1cTmuHabRptZu9Og_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Pierre Usseglio'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The outstanding 2003 Chateauneuf du Pape Tradition is a full-bodied, peppery wine that oozes the character of Provence with its notes of lavender, herbes de Provence, and sweet black cherries and raspberries. Some licorice, saddle leather, and salty sea breeze notes also make it into the character of this full-bodied, concentrated wine which is silky enough to be drunk now or cellared for 10-12 years.']]", Pierre Usseglio,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' ']", Contains sulfites
